text,bad/good
"Highlights: In Singapore, PM Narendra Modi felicitates winners of first India-Singapore Hackathon",0
CBI books its Deputy Legal Advisor for forging her appraisal report,0
India votes against UNGA draft resolution on use of death penalty,0
"Kannada actor Arjun Sarja accused of harassment, HC to hear his plea today",0
Hindu group wants Yogi govt to challenge Hashimpura verdict in SC,0
"Bihar: RLSP leader shot dead, fourth party man to be killed this year; Upendra Kushwaha slams Nitish’s govt",0
Rafale pact is not a govt-to-govt deal: Kapil Sibal,0
"Trupti Desai, six others plan to enter Sabarimala on November 17, seek security",0
"PM Modi does not like socialism, democracy: MK Stalin",0
Winter session of Parliament to start from Dec 11,0
Didn’t misuse power against mining baron Janardhana Reddy: CM Kumaraswamy,0
Reliance Jio tops 4G chart with 22.3 Mbps download speed in October,0
Nehru is the sole reason why humanity exists: BJP’s barb on Shashi Tharoor’s ‘chaiwala’ remark,0
Ponzi scam: Karnataka ex-BJP minister G Janardhana Reddy granted bail,0
Cyclone Gaja to intensify into severe cyclonic storm: IMD,0
Akhnoor: Two Kashmiri militants carrying AK-56 rifles held near LoC,0
"PM Modi hits out at Pakistan, says all leads in global terror attacks ultimately point to ‘single source’",0
"Madhya Pradesh elections: Rs 21.6 crore cash seized so far, says CEC O P Rawat",0
Madhya Pradesh elections: Era of dacoit-turned-politicians on wane,0
"DRI, Army seize huge cache of arms, ammunition of Chinese markings in Jammu",0
MP polls: Kailash Vijaywargiya’s son-in-law withdraws from fray,0
Rapid growth in arrival of foreigners with e-visa; 137 million dollars collected as fees till October this year,0
Delhi HC’s status quo order on proceedings against Rakesh Asthana extended till Nov 28,0
"Sabarimala: Holistic approach needed keeping sentiments in mind, says Union Minister Mahesh Sharma",0
"Rafale case: IAF officers emphasise in Supreme Court need for 4th, 5th generation fighter jets",0
"Shahid Afridi: Pakistan can’t even manage its four provinces, how will it handle Kashmir",0
"Uttarakhand Governor Baby Rani doesn’t want to be addressed ‘her excellency’, issues order",0
Army sepoy held following hoax call about ISI agents in Nagpur,0
"Rajasthan: Denied party ticket, BJP MLA Habibur Rahman joins Congress",0
"J&K: Ram Madhav says governor rule to continue, asks NC, PDP to clear stand on participating in state polls",0
"NIA files charge sheet against Kashmiri separatist Aasiya Andrabi, two others",0
"PM Modi raises Pakistan terror, India-US defence ties at talks with US V-P Mike Pence",0
Maharashtra: Prison dept sets up panel to look into harassment complaints against senior officials,0
"Congress biggest hurdle in way of Ram Temple, says Yogi Adityanath",0
"#MeToo hits All India Radio stations, Maneka calls for probe",0
"To keep Ram Temple issue ‘alive’, VHP to hold ‘dharma sabhas’, prayer meets",0
"‘More than 50 cases of violation in Advani, Abdullah and Azad security cover,’ NSG Writes to Delhi govt, police",0
South Africa President Cyril Ramaphosa to be Republic Day chief guest,0
"Rafale fighter deal: SC reserves order, says will decide if its pricing should be made public",0
AIIMS belt for kids to help track pollution,0
"Chhattisgarh: Maoists target truck with BSF personnel, 5 hurt",0
Odisha CM Naveen Patnaik pitches for institutional lending to women SHGs,0
"With 1,034 judgments, Justice Joseph on top 10 list",0
"Corruption in coal import in Indore: No ‘sufficient’ evidence, CBI closes case",0
AIADMK launches TV channel ‘News J’ to take on rivals,0
Cyclone Gaja HIGHLIGHTS: 33 killed; fishermen advised not to venture into Arabian Sea for next two days,0
Amit Shah dials down rhetoric on illegal migrants,0
Over 1.7 million foreigners visited India on e-visa in 2017: MHA,0
1984 anti-Sikh riots case: Delhi Court convicts two men,0
"Farmers’ march to Delhi: Photographers, lawyers and students mobilise support",0
"Over 35,000 and rising: Second appeals pile up before SICs across Maharashtra",0
It’s Odisha govt vs ASI over restoring Konark Sun Temple,0
Man threatens to ‘arrest’ former SC judge Chelameswar’s son,0
Kargil War to defence procurement policy: Sharp exchanges in SC on Rafale deal case,0
Airports authority scraps T M Krishna concert after trolls call him anti-India,0
Chhattisgarh: Yogi Adityanath rakes up Ram temple issue to slam Congress,0
Maharashtra: Two tiger cubs crushed under train in Chandrapur,0
"Maharashtra: Two tiger cubs hit by train, killed in Chandrapur",0
"Six Jaish terrorists in Punjab, heading towards Delhi: Counter Intelligence warns",0
India committed to peaceful and prosperous Indo Pacific region: PM Modi,0
Delhi govt offers to host T M Krishna show after Airports Authority backs out,0
India’s fuel demand rises 4 per cent in October,0
Tiger brought to Odisha from Madhya Pradesh in landmark inter-state transfer project found dead,0
"Not scared for my life, this is a fight for equality: Trupti Desai ahead of Sabarimala visit",0
"National Herald office lease: Delhi HC adjourns hearing for Nov 22, asks Centre to maintain status quo",0
Telangana polls: Police adopting multi-pronged strategy to tackle Maoist threat ,0
Maharashtra: Man arrested for killing 70-year-old mother in Nashik,0
Kerala Karunya Lottery KN-239 results to be announced today,0
Tejashwi Yadav accuses Nitish Kumar of snooping: ‘CCTVs between CM and my residence’,0
"K Chandrasekhar Rao declares Rs 22 crore assets in affidavit, calls himself an agriculturist",0
Elgaar Parishad case: Pune police files chargesheet against 10 accused,0
"Now, Karnataka enters statue race, to construct 125-feet structure of Mother Cauvery",0
Quota for Marathas? Commission made ‘favourable recommendations’ in report to Maharashtra govt,0
"Kerala floods aftermath: In plywood hub, bankrupt entrepreneurs still wait for insurance claims",0
UP: Shamli DM transferred over discrepancies in counting of votes,0
"Shahid Afridi is right, Pakistan can’t handle its own country, how will they manage Kashmir: Rajnath Singh",0
"After year-long gap over Doklam stand-off, India, China resume defence dialogue",0
"Sabarimala opens tomorrow: Kerala CM says will abide by SC verdict, Opposition walks out of all-party meet",0
Madhya Pradesh elections: BJP expels 53 rebel leaders for six years,0
"Elderly woman killed in monkey attack in Agra, second death in as many days",0
"Amit Shah takes dig at Manmohan, says Modi backed his words with action",0
J&K: Kathua gangrape victim’s father withdraws Deepika Rajawat as counsel,0
"President Kovind on six-day visit to Vietnam, Australia from November 18",0
"Chhattisgarh: BJP, Congress spar over loan waiver promise to farmers",0
Incentive scheme for maternity benefits in the works: LabourMin denies WCD claim on welfare cess fund use,0
Gujarat govt creates new post: Chief administrator of Statue of Unity,0
"‘Anti-national’ messages shared on WhatsApp group, admin held: Police",0
"2014 To 2019: From social media to app, BJP’s digital campaign shifts gear",0
Muzaffarpur shelter abuse case: Absconding JDU leader Manju Verma suspended from party,0
National Herald case: Delhi HC rules for status quo till November 22,0
"Ladakh BJP MP resigns from seat, party",0
"Don’t like dynasty but work by Bajaj family should continue, says Venkaiah Naidu",0
Hunar Haat becoming credible brand for empowerment of artisans: Mukhtar Abbas Naqvi,0
Quad talks Indo-Pacific; Vietnam envoy says against military tie-up,0
Statue of Karunanidhi to be unveiled in Chennai on December 16,0
"Sabarimala row: Writer Sunil Elayidom receives threat, CM Pinarayi Vijayan assures action",0
"Arrested for Dabholkar, Lankesh murders, Amol Kale also named in Pansare case",0
"Rajasthan polls: Congress releases first list of 152 candidates, Gehlot to contest from Sardarpura, Pilot from Tonk",0
"Gauri Lankesh murder: Gun used for murder was at arms training site too, forensics say",0
Uttarakhand BJP MLA Ganesh Joshi seen distributing money ahead of urban local body polls; EC to issue notice,0
RailTel mobile tender hangs fire as bidders claim Jio violated condition,0
Hardeep Singh Puri warns states against tweaking realty law,0
CCTV at Nitish residence used to snoop on opponents: Tejashwi Yadav,0
Ayushman Bharat: FIR against owners of 89 websites spreading false information,0
Cyclone Gaja to make landfall today in Tamil Nadu: IMD,0
Sabarimala issue: Orator Sunil P Illayidom’s office targeted,0
"Sabarimala protests HIGHLIGHTS: Will come back, says activist Trupti Desai as she returns home",0
India calls out UN member states for becoming ‘guardians of status quo’ in face of challenges,0
"Amarinder meets Rahul: Cabinet reshuffle put off, only after 2019 Lok Sabha elections",0
Elgaar Parishad held as per Maoist plan hatched in 2015 meeting: Pune Police,0
"Sabarimala opens Saturday: Kerala on edge, temple board plans to move court for time",0
Maharashtra: Retired government official found dead with bullet wounds in Palghar,0
Punjab: Panchayat elections postponed at least till January,0
Kerala Nirmal Lottery NR 95 results announced today,0
"J&K: 17-yr-old abducted, killed by militants in Kashmir’s Pulwama",0
Haryana: Murder accused kills cop in Rewari,0
"Encounters: UP defends police action, gives break-up of deaths",0
"Severe cyclonic storm Gaja makes landfall in Tamil Nadu, Puducherry",0
"BJP, SAD don’t interfere in each other’s affairs, says Punjab unit chief Shwait Malik",0
"Maharashtra: Maratha community hails ‘favourable’ report, urges state to implement it quickly",0
"#MeToo: ‘Uttarakhand BJP leader tried to kiss, grabbed, sent vulgar photos’",0
Why Sabarimala is unlike other Hindu temples in India; here is a primer,0
Bhima Koregaon case: SC defers hearing in arrests of activists matter to December 3,0
"Sexual harassment in AIR: Will set up inquiry panel, says NCW chief",0
"Marathas backward class, says panel, clears way for quotas",0
"Kerala to deploy zero emission, noiseless electric buses in Sabarimala",0
"BJP MLA Sirsa slaps 1984 riots convict at Delhi court, claims he was provoked",0
"Setback for CBI chief, SC tells him reply to CVC findings",0
"Elgaar meet: Five activists among 10 named in chargesheet, police claim plot to kill PM",0
"I&B said don’t use ‘Dalit,’ Press Council chairman says not feasible",0
Rafale deal: Congress alleges PM Modi raised benchmark price of jets despite objections,0
Arvind Kejriwal ‘a big example of urban Naxal’: BJP leader Manoj Tiwari,0
"After Andhra, West Bengal withdraws general consent to CBI; BJP sees ‘grand alliance of corrupt parties’",0
More stubble burning this year compared to last year: EPCA chairperson,0
"Five booked for derogatory post against Yogi Adityanath, RSS",0
What is Mother Cauvery statue?,0
"Kerala floods aftermath: For rice mills, there is no option but to live with the stench of lost profits",0
Supreme Court to hear plea challenging constitutional validity of Article 370 in April,0
Union minister Piyush Goyal faces protests by rail employees in Lucknow,0
BJP MLA justifies distributing money during Chhath celebrations,0
"Under BJP rule, ‘fake degrees’ are way to Cabinet: Rahul Gandhi takes jibe at PM Modi",0
Satyarthi calls on Pope; seeks support for new global law against online child sexual abuse,0
"Activist Trupti Desai aborts plan to visit Sabarimala amid protests, vows to return without notice",0
Chandrababu Naidu bars CBI’s entry into Andhra Pradesh without permission,0
"Delhi’s air quality oscillates between ‘poor’, ‘very poor’",0
SP leader commits suicide after an argument with wife,0
"India hands over two e-rickshaws to Senegal as part of Clean Energy Initiative, 248 more to follow",0
Arun Jaitley calls for quality debates on economic policies,0
"Don’t want one Hindustan for industrialists, another for common man: Rahul Gandhi",0
None involved in illegal activities would be protected: Karnataka CM HD Kumaraswamy,0
"Maharashtra: Winter session from Monday, drought, Maratha quota to dominate",0
Court takes cognisance of defamation plea against Shashi Tharoor for remark on PM Modi,0
"Camera trap captures photos of Avni’s cubs, efforts on to catch them",0
J&K headed for Prez rule but assembly not to be dissolved for now: Satyapal Malik,0
Muzaffarpur scandal: Manju Verma declared ‘absconder’ by court; order to attach property,0
Confirmed: TM Krishna to perform in New Delhi on Saturday evening,0
"CBI war spills to state vs Centre: Andhra Pradesh, West Bengal bar the agency",0
PM Modi targets Rahul Gandhi: Did your Nana-Nani lay water pipes?,0
"Despite Rahul assurance, parachute candidates figure in Congress list",0
Maharashtra: Marathas set to get quota under new OBC sub-category,0
"Shahid Afridi’s remarks on Kashmir reflect view of every wise Pakistani, says Shiv Sena",0
Trupti Desai profile: From local activism in Pune to national stature with Shani Shingnapur entry,0
"Mizoram: ‘Bru refugees likely to vote in border district,’ says official",0
Need to take measures to enhance youth exchanges: China envoy,0
Overheard in Supreme Court: Author of CVC report says he has not seen it,0
"Goa: Formalin scare, import ban raise local fish prices",0
Maharashtra: Charter of demands for farmer widows,0
"After two decades, steam engine train’s commercial run on Kangra Valley line",0
CBI books former PNB official accused in the Nirav Modi case for disproportionate assets,0
"In Chhattisgarh towns, one refrain in poll talk: Where are the jobs?",0
TRS won’t go with BJP under any circumstances: K T Rama Rao,0
Congress: PM silent as skeletons of Rafale deal tumble out,0
"Maharashtra: A day after backward class commission report, Dhangars, Muslims raise quota demand again",0
No Emergency Exit,0
IAF told SC in Rafale hearing: Russian Sukhoi Su-30MKI fighter jet under induction till 2021,0
"Cyclone Gaja: 7 districts in Tamil Nadu affected, 13 killed",0
Madhya Pradesh: Urea shortage becomes a poll issue,0
"Ahead of 2019 polls, book on Modi to ‘respond to criticism’",0
"1984 riots: Saw Sajjan Kumar telling crowd to kill Sikhs, says key witness",0
"If declared now, Emergency will fail because of technology: Arun Jaitley",0
Tanushree Dutta yet to appear before women’s panel,0
J-K: Three civilians abducted by gunmen in Shopian district,0
"Cyclone Gaja: Over 30 dead, heavy rains forecast for next 24 hours",0
BJP MLA told me not to ask too many questions in House: Goa Congress leader,0
Sabarimala row: Travancore Devaswom Board to move SC on Monday,0
"Looking forward to strengthening bilateral ties, says PM Modi after attending Maldives President’s swearing-in",0
Kerala Karunya Lottery KR-371 results announced,0
"Sabarimala temple opens, women activists stopped at Kochi airport",0
"After leaving BJP in Sept, Manvendra Singh is Congress nominee against CM Vasundhara Raje",0
Haryana: Four of family found murdered at their residence in Panchkula,0
Finance Secretary Hasmukh Adhia to retire on Nov 30; Arun Jaitley praises his contribution,0
"Hero of Battle of Longewala, Brigadier Kuldip Singh Chandpuri dies at 78",0
"Sabarimala protests HIGHLIGHTS: Amid Nilakkal stand off, BJP secretary K Surendran detained by police",0
Congress asks Goa governor for special session to prove majority,0
Govt sets up tribunal to decide on banning two Tripura militant outfits,0
EC orders removal of Chhattisgarh public relations dept chief,0
Jammu and Kashmir: Voting underway in first phase of Panchayat polls,0
"Day after Andhra, Bengal bar CBI, Jaitley says states don’t have sovereignty in matters of corruption",0
"NGOs told to appear before Addl Chief Secy, Principal Secy in their home state",0
BJP’s Bellary Reddy now on ED radar for alleged money laundering,0
India seeks MH-60 Romeo Seahawk helicopters from US,0
"Chidambaram takes up PM Modi’s dare, lists 15 Congress presidents from outside Nehru-Gandhi clan",0
Former UP MLA booked for beating up tehsildar,0
Kerala hartal triggered by arrest of Hindu Aikya Vedi leader who wanted to go to Sabarimala,0
EC bribery case: Delhi court orders framing of charges against rebel AIADMK leader Dhinakaran,0
"Amid tussle with JD(U), RLSP chief Kushwaha gives ultimatum to BJP over seat sharing; sets Nov 30 deadline",0
Sexual Harassment of Women at Workplace Act is not clear on ‘prevention’: NCW consultation,0
"Crops in Maharashtra hit by drought; provide drinking water, fodder: Sharad Pawar writes to CM Devendra Fadnavis",0
Death of Gajaraj,0
Mind that voice: A day in the life of Sealdah station announcement staffer,0
"J&K panchayat polls: 64% turnout in Valley, 75% in Jammu; polling peaceful",0
Chautala family feud: Ousted leader Ajay announces split from INLD,0
"Will contest next election on our own unless Parrikar steps down as Goa CM, MGP warns coalition partner BJP",0
UIDAI CEO Ajay Bhushan Pandey to replace Hasmukh Adhia as Revenue Secretary,0
Not asking women to enter shrine… our duty to give them protection: Kerala CM,0
‘I have come here only for clicking selfies’,0
The story of a day-long ‘marriage’,0
T M Krishna enthrals Delhiites; Sisodia calls huge turnout ‘political statement’,0
"Odisha assembly passes motion to forgive journalist Abhijit Mitra for ‘derogatory’ remarks on MLAs, Konark Sun Temple",0
Maharashtra: Law on Maratha reservation likely to be passed during Budget Session in March,0
Sabarimala Day 2: Activist KP Sasikala released on bail as hartal affects normal life; TDB to move SC on Monday,0
Justice A P Sahi sworn in as Chief Justice of Patna High Court,0
"7 years after tragedy, Sabarimala order might pose next big challenge for Sathram route",0
Elgaar Parishad case: Activist Varavara Rao taken into custody by Pune police as house arrest ends,0
Haryana: Kejriwal stopped from visiting govt dispensary; hits out at CM Khattar,0
"Two Indian nationals held in Saudi for taking pictures with tri-colour, released after MEA intervention",0
"Om Prakash Rajbhar a ‘necessary evil’, should not be taken seriously: UP BJP chief",0
Congress will form govt at Centre under Rahul Gandhi in 2019: Ashok Chavan,0
"J&K: 19-year-old abducted, killed by militants; second teen in 48 hours",0
Pinarayi Vijayan: Comrade uncompromise,0
National Herald case: Court fixes Jan 8 for Swamy’s cross-examination,0
Chhattisgarh Maoist violence shadow over Telangana polls,0
Another CBI officer moves Supreme Court against his repatriation,0
Elgaar Parishad case: Varavara Rao in custody as house arrest ends,0
Congress not keen to ally fearing dent in its Hindu votebank: Samajwadi Party,0
"Poor monsoon: Gujarat govt announces Rs 1,300-crore special package for farmers of 45 more talukas",0
"RSS, BJP join hands to pull out all stops for November 25 Ayodhya event",0
"BJP focus on farmers, jobs and caste equations",0
Bureaucracy biggest obstacle to nation’s development: Pranab Mukherjee,0
Centre appoints 34 judges in six High Courts,0
Telangana Congress campaign to reach out to jobless youths,0
"‘May drop Iyer-Mitra matter on magnanimity grounds’, says Odisha House committee",0
"If BSP candidates are weak, we will back them… Left to me, I would make Mayawatiji PM now: Chandrashekhar Azad",0
"INLD splits: Will announce new party, says Ajay Chautala",0
Sumanta Chaudhuri is new Coal Secretary,0
MP chief Shivraj Singh Chouhan’s bait: Bonus scheme for farmer for new govt to bear,0
"Krishna sings, Krishna is heard",0
Delhi court orders framing of charges against T T V Dhinakaran,0
"PNB fraud: Interpol notice on way, Mehul Choksi seeks to make video statement",0
"Chhattisgarh campaign ends today, Ajit Jogi says will die but won’t give or take BJP support",0
"Rajasthan polls near, border village gears up to ask a 20-year-old question again",0
"With hug, promises, PM Modi reaches out to Maldives President",0
Dabholkar murder case: CBI gets 45-day extension for filing supplementary chargesheet,0
"Curiosity, coincidence and love of Carnatic music draw over 1,000 to T M Krishna’s concert",0
"Six civilian abductions in South Kashmir in 48 hours, two killed",0
NCW wants separate law to address gender bias at workplace,0
Kashmiri woman arrested for luring youths into militancy through Facebook: Officials,0
Telangana man shot dead by youth in US,0
"Delhi: Two-year-old girl kidnapped, raped in Delhi; one arrested",0
Sort of increasing hostility in the air: Poet Jayanta Mahapatra,0
"Amritsar: Three killed in grenade attack at Nirankari Bhawan, police suspect terror angle",0
14 lakh ‘fake children’ registered with anganwadis in Uttar Pradesh: WCD Ministry,0
PM Modi to chair meet with India Inc on ‘Ease of Doing Biz’,0
"Joint planning among Army, Navy, IAF key to win any war in shortest possible time: B S Dhanoa",0
Supreme Court dismisses plea alleging custodial torture of key Kathua rape-murder case witness,0
Thirunangai 25: Seeing transgenders in a new light,0
Congress asks Rajnath Singh for security cover for Navjot Sidhu,0
"Ahead of second phase of Chhattisgarh polls, three security personnel injured in IED blast in Sukma",0
"New bill likely to be introduced in Parliament to rechristen names of Bombay, Calcutta and Madras High Courts",0
"Women cry rape after falling out with partner, says Manohar Lal Khattar",0
"If Hindus unite, then no one can stop construction of Ram temple: Subramanian Swamy",0
"Chhattisgarh polls: Unaccounted cash, booze worth over Rs 11 crore seized",0
"Amritsar grenade attack: Role of Khalistani, Kashmiri terror groups cannot be ruled out, says Amarinder Singh",0
Sabarimala HIGHLIGHTS: BJP workers block highway over Kerala general secretary’s arrest,0
"When lightning strikes, IITM’s new app will ensure you are a safe distance away",0
Activists of Hindu outfit threaten to perform ‘puja’ inside Taj Mahal,0
J&K: Two militants killed in encounter in Shopian district,0
Elgaar Parishad case: Activist Varavara Rao sent to police custody till November 26,0
Kerala Pournami Lottery RN 366 results announced today,0
NTPC invites EoI to build fly ash-based roads at its plants,0
"Sabarimala temple opens: Protests as Hindu outfit leader, BJP general secy taken into custody",0
"Explained: Why CBI needs consent, how far the denial will restrict it in Andhra, Bengal",0
"Militants attack CRPF camp in Pulwama, one Havildar killed; encounter underway",0
"While world was looking at Delhi, Kolkata became the most polluted city in India",0
"CPM in phase of liquidation, Pinarayi Vijayan will be party’s last chief minister of Kerala: State BJP chief",0
India to give all help to new Maldivian Govt: Narendra Modi assures President Solih,0
"How climate change may have changed Harappan society, led to its decline",0
Cyclone Gaja: Death toll mounts to 45; Palaniswami urges Opposition leaders to join relief work,0
"17 dead, 16 injured in two separate accidents in Uttarakhand",0
"Congress a ‘private limited company’, says Amit Shah",0
Congress’s election slogan in Chhindwara: Kamal Nath for Chief Minister in Madhya Pradesh,0
Gross violation of Human Rights of devotees at Sabarimala: Kerala human rights body,0
"Chhattisgarh elections: In Kharsia, BJP bets on former IAS officer, Congress on Patel legacy",0
"For Madhya Pradesh farmers, ‘parivartan’ after note ban means return to cash",0
"No post is priority for me, will go by party decision on CM: Ashok Gehlot",0
Maharashtra: Court orders recovery of compensation given to ‘rape’ victim after she turns hostile,0
"Explained: How ASI conserves, why Odisha is upset",0
Patna: Search operations on for second day to trace boy who fell in sewer,0
Don’t amend law to let mining resume in Goa: LawMin,0
It’s now or never for us in Madhya Pradesh: Jyotiraditya Scindia,0
"Four members retiring this month, 8 of 11 CIC positions to be vacant",0
Boil on leg worsens Lalu Prasad Yadav’s health condition: RIMS doctor,0
"HDFC disburses Rs 1,100 crore subsidy to 51,000 home buyers under PMAY",0
"Three held for attack on CPI(M) leader’s son, daughter-in-law in Kerala",0
Amritsar grenade attack: ‘There was smoke all around the hall with people screaming for help’,0
Amritsar grenade attack: Routine Sunday visit to Dera turns into nightmare for three families,0
"Amritsar grenade attack: 40 years ago, clash between Nirankaris, Sikh radicals pushed Punjab into dark days of terror",0
Avni was killed after exploring  all possible legal scenarios: Maharashtra Forest Minister,0
PM Modi: Congress threw Sitaram Kesri on footpath to make way for Sonia Gandhi,0
"2002 riots: SC adjourns hearing on Zakia Jafri’s plea, next hearing on Nov 26",0
J&K: Two militants killed in encounter with forces,0
"Amritsar: Three killed, 21 injured in grenade attack on Nirankari gathering",0
"Quota: Confusion, divergence within Maratha community",0
"Jet Airways cancels 10 flights from Mumbai, passengers stranded",0
"From 22 deaths to 0, how cotton district in Maharashtra battled pesticide poisoning",0
Amritsar grenade attack: Punjab govt announces Rs 50 lakh reward for information leading to suspects,0
"Three Sahara officials held for ‘duping’, FIR against Subrata Roy",0
"First comes temple, then govt, says Uddhav Thackeray",0
"Denied ticket, Rajasthan MLA behind ‘condoms in JNU’ claim quits BJP",0
Odisha: CM Naveen Patnaik halts tree cutting after women use ‘Chipko’ tactics,0
Sabarimala protests Highlights: Kerala High Court expresses displeasure over police action,0
2018 Assembly elections Highlights: Congress accuses Centre of trying to disrupt Rahul Gandhi’s Mizoram rally,0
Kashmir abduction-murders: Families search for answers,0
Trupti Desai: From local activism to gaining national stature,0
"Punjab: Farmers lift rail blockade after 30 hours, 44 trains hit",0
"Amritsar grenade attack: Maybe Army Chief has got it done to prove himself correct, says AAP MLA",0
"Amritsar grenade attack: Complete failure of state, Centre, says AAP",0
"Indian Railways to build 3,000-km wall to guard tracks, keep away people",0
"Man who funded Palwal mosque had been to Pakistan thrice, says NIA",0
Pune police may question Digvijaya Singh in Maoist probe,0
"Amritsar grenade attack: CM Amarinder Singh soft on radicals, ignored intel inputs, says BJP",0
National Herald: Court rejects Vora’s plea to restrain Swamy from tweeting about case,0
"India, Bahrain likely to ink pact for cooperation in space technology",0
We have to save democracy: Andhra CM Chandrababu Naidu after meeting Mamata,0
"Digvijaya Singh denies Maoist links, dares PM Modi, Rajnath, Fadnavis to act against him",0
"Kundli-Manesar stretch of Western Peripheral Expressway inaugurated: Five things to know about the Rs 1,915 crore project",0
"CBI officer probing FIR against Asthana moves Supreme Court, challenges transfer to Nagpur",0
PM Modi inaugurates Escorts Mujesar-Ballabhgarh section of Delhi Metro’s Violet line,0
"Hope Urjit Patel and team ‘have a spine’, show PM Modi his place: Rahul Gandhi on RBI Board meet",0
Elgaar Parishad case: Activist Varavara Rao taken to hospital after complaints of breathing difficulties,0
"Incomplete expressway opened for publicity during polls, govt endangering commuters’ lives: Congress",0
CBI Director Alok Verma files response to CVC report after SC grants him additional time,0
"Don’t be scared of Modi, Shah, declare proposed Shivaji statue is tallest: Sena to Fadnavis",0
"Amritsar grenade attack: Clear case of terrorism, says Amarinder Singh after visiting blast site",0
"No comparison between Narendra Modi and Indira Gandhi, says Jairam Ramesh",0
Four IIT Kanpur professors booked under SC/ST Act for ‘harassing’ Dalit faculty member,0
Confusion over seat adjustment will be resolved soon: TJS chief Kodandaram,0
Four dead in fire at factory in Delhi’s Karol Bagh,0
"PM Modi inaugurates KMP project, slams Congress govt for creating ‘obstacles’, ‘delaying projects’",0
Rajasthan elections: BJP’s Yoonus Khan to contest against Sachin Pilot from Tonk,0
CIC asks Registrar General of India to change its data collection procedure,0
Kerala Win Win lottery W-487 results to be announced today,0
President Ram Nath Kovind visits Hindu temple complex in Vietnam,0
Madhya Pradesh assembly polls: BSP eyes Bundelkhand route to reach Bhopal,0
IRCTC case: Delhi court directs Lalu to appear via video conference on Dec 20,0
Lalu fails to appear in court in fodder scam case,0
Karnataka: Sugarcane farmers call off protest after CM Kumaraswamy’s assurances,0
Opposition conclave set for Nov 22 deferred: Chandrababu Naidu,0
Amritsar attack: Rajnath Singh reviews security situation across country,0
Dubai court orders Christian Michel’s extradition in VVIP choppers case: Report,0
Congress is a party dedicated to one family: Smriti Irani,0
Hindi is language of common people of India: Rijiju,0
"Empty, fanciful boasts not Manmohan Singh’s traits: Sonia Gandhi",0
"Delhi HC asks CBI to proceed with probe in rape case against Daati Maharaj, file report before trial court",0
"BJP got voters’ names deleted from electoral rolls as last resort to avoid defeat, alleges Kejriwal",0
"RLSP’s ultimatum on seat-sharing: Not aware of deadline, says BJP",0
Sabarimala row: Everything that has happened after Supreme Court verdict,0
"Manmohan Singh an epitome of humility, remarks Sonia Gandhi as former PM conferred Indira Gandhi peace prize",0
"Ease of Doing Business: Within 4 years, there has been 180-degree change in country, says PM Modi",0
President Ram Nath Kovind hails Vietnam’s ‘spectacular’ economic growth,0
Protest outside Haryana Bhawan against Khattar’s remark on rape incidents,0
"Debate, but do not disrupt: Venkaiah Naidu to students",0
"Maharashtra oppn leaders meet Governor, seek winter session extension",0
Amritsar train accident: Magisterial probe report to be submitted Tuesday,0
MP: Election Commission registers poll code violation case against ABVP workers,0
"J-K: BSF jawan killed, four others injured in blast in Samba district",0
Naming street or erecting statue alone won’t be real tribute to Gandhi: Venkaiah Naidu,0
"Sri Sri visits Grand Mosque in Abu Dhabi, hails its ‘good vibrations’",0
"RBI to form panel to review transfer of surplus to govt, restructure loans to stressed MSMEs",0
"Home Ministry serves showcause notices to 1,755 NGOs for not filing FCRA returns",0
Karnataka CM Kumaraswamy trains gun on PM Modi for his Chhattisgarh remarks,0
"CBI chief seeks time, then files response to CVC report on time",0
Guru Nanak’s 550th birth anniversary: Telescope at border to view Kartarpur Sahib,0
Disclosure of List of wilful defaulters | Information officer to CIC: Can unwritten protocols override written law?,0
"Home Ministry notice to 1,775 NGOs for not filing foreign funding statements",0
J&K Police collect data on Rohingya Muslims,0
"J&K: On day of ninth abduction, slain Shopian teen’s video emerges; ‘Admits’ being informer",0
"At Kundli-Manesar expressway launch, PM Modi slams previous govt",0
"Congress names 401 office-bearers for its Gujarat unit, list took over eight months",0
"Sohrabuddin Shaikh case: 22 accused didn’t have a motive to kill him, says chief investigating officer",0
"Dissent agreeable, not disintegration, says Venkaiah Naidu at DU convocation",0
"No unmanned railway crossings in Punjab, Railways tells HC",0
"Chhattisgarh Assembly Elections 2018 HIGHLIGHTS: 74.17% overall voter turnout; second phase peaceful, says EC",0
"Five months after alarm, DoT acts: disaster alert SMS will go to all",0
"Madhya Pradesh, Rajasthan record worst rates of crimes against SCs",0
"J-K: Four militants, soldier killed in encounter in Shopian",0
3 AIADMK men convicted in Dharmapuri  bus burning case released,0
"Grenade used in Amritsar blast has Pakistan signature, says Punjab CM Amarinder Singh",0
"PM Modi outlines next steps: In top 50 in ease of business, competition at level of districts",0
Congress seeks probe into CBI officer’s claims,0
"NSA Ajit Doval interfered in Asthana probe, stalled searches: CBI DIG to Supreme Court",0
Court dismisses Motilal Vora plea on Subramanian Swamy tweets,0
Sabarimala board goes to SC: Need time to implement your order,0
Gujarat riots: Supreme Court to hear Zakia plea on November 26,0
Law ministry view helped Ganga port evade green scrutiny,0
"Sabarimala: Police excess under guise of enforcing SC order can’t go on, says Kerala HC",0
Punjab: 7 farmer leaders booked for disrupting railway traffic,0
Amritsar grenade attack: Terror-scarred Punjab edgy,0
